name,score,comment,date,city,score1
维舟,3.0,对国产科幻片而言算得难能可贵了原著胜在宏大设想电影胜在视觉特效也改编得更好莱坞化人物形象对话和细节有待加强虽是想像未来但底色还是工业浪漫主义许多场面说实话让我想到的是工矿和铁人精神英雄气概则源自军人市井痞气和中国人对活下去的坚持虽然设想了一个超越国界的联合但其实看不到真正意义上的联合联合政府仍是单一权威而别国的角色大体像是春晚上的少数民族某些细节似不合理发动机燃料竟是矿石且用卡车远程运输但最让我疑惑的是这个流浪地球构想像是匆忙上马的大政府乌托邦工程耗资巨大还失败概率不低如果不是两个中学生拯救差点失败它或许符合物理学却似不合经济学有这钱造万座发动机何不造飞船移民,2019-02-09,上海,还行
赫恩曼尼,5.0,刘慈欣可以封神了太好看了,2019-02-05,,力荐
幽幻,2.0,灾难全方面的这种大远景蒙层雾的特效可能能糊弄很多人但是电影工业又不止于特效我妈妈都能看出的糟糕剪辑和嘈杂配乐是被无视了吗年了一部电影居然还全程用配音导演不愧是青春片出身电影实在是充满青春活力了呢这个时候就要夸夸吴京了真的是救场的剧情如同儿戏设定各种不合理尴煽尴燃真的不可取解决不了以上的问题谈何电影工业不过既然你们愿意说这是我们的科幻元年那他就是吧了,2019-02-05,,较差
归来的张献忠,1.0,三体施特劳斯哈耶克以后都是要烧掉的相关爱好者应该直接吊路灯,2019-02-06,,很差
芦哲峰,,能拍科幻片了就是进步虽然煽情尬得不行,2019-02-08,,--
朱尔赫斯,3.0,人类中心主义真烦人啊,2019-02-05,上海,还行
少陵野老大哭着,5.0,中国特色地下城绝对是优点啊别银翼杀手里的阴暗潮湿吃泡面你们说伟大这会又说耍狮子过春节是可怕了中国科幻陪自己长大的打五星没有办法了那种心情无法言喻代人年万座行星发动机这些话响亮回荡在影厅的时候那种肆无忌惮的中二舒适感别无分店,2019-02-06,,力荐
TimberNord,3.0,出门遛个弯儿得穿戴半天头盔裂了会被冻死雪天开车不减速各种侧滑习以为常男主新人脸亚裔名叫户口喜欢飙车哥几个见着高楼能仰脖看半天一脸震惊系统语言是英文政府大佬讲法文主推多元文化一句不提美国政府大佬面对危机的处理方式是大伙都散了吧回家和老婆孩子呆会儿由于距离某超大体量的巨物过近而被吸走了元气老少爷们都挺忧虑的样子一队人不远万里深入敌营一把火把那巨物给点了老少爷们都挺高兴的样子不缺能源大火焰柱子说点就点特亢奋科幻风格的加拿大主旋律献礼片三星,2019-02-14,,还行
杨三疯,2.0,吴京对着地球喊了一声儿子所有活着的地球人都成了他的后代牛逼还的自己吹感性战胜理性傻逼干死科学家的典型案例,2019-02-08,唐山市,较差
男娼起义,,北京的天空哪能看到星星啊,2019-01-28,,--
易老邪,5.0,整体观感远高于预期影片尽管不可避免地还存在各种问题比如人物单薄这几乎是所有科幻片的通病叙事有些平节奏有点赶导致很多燃点没炸响高潮不够给力震撼但作为首部国产科幻大片流浪地球不仅完成度很高其背景设定风格基调及场面的大气恢弘及美工视效的用心考究一下把国产科幻片的门槛拉的非常高而口碑和票房的双丰收也为国产科幻开了一个近乎完美的好头有感于此特打星予以支持,2019-02-09,,力荐
王大根,4.0,真的是国产科幻片里前所未有的级别了可以说是太空版的红海行动不论是优点还是缺点都完全是想象中刘慈欣小说拍成电影时该有的感觉吴京这把还真的不战狼战狼魂都传给儿子了不过他和屈楚萧又不太父子更像是什么养成系,2019-02-05,北京,推荐
阿暖,3.0,史诗感不是靠狂轰滥炸的煽情就可以做到的这部电影的双线叙事做得太糙太散太自我陶醉了最可怕的是这依然是一个中国式寓言长辈们大爱无言前仆后继地自我牺牲年轻人们任性叛逆自以为是又总能踏着祖辈的鲜血苟活下来让人细思极恐的价值观如果说中国科幻值得鼓励的话及格已经是最好的鼓励了,2019-01-29,北京,还行
LOOK,2.0,科幻层面没有任何想象力可言基本就是又让我看了一遍红海行动,2019-02-06,上海,较差
余小岛,4.0,竟然真的还不错气势恢宏庄严肃穆至少构建了一个实打实可信的科幻世界在浩大宇宙面前人类的渺小和无知在世界末日面前人类的团结和合作在无限未知面前人类的真挚感情都展现得不错甚至可以说令人动容问题也不是没有特效质感差台词念白生硬人物也不够饱满演技还是有点尬不过终究还是当得起中国第一部硬科幻至于能不能开启中国科幻元年就看后来者了至少开了个好头,2019-01-28,上海,推荐
ReeZan,2.0,问题太多了其中最受不了后期配音连口型都对不上人类才是原罪不如灭绝了的好还宇宙一个清静,2019-02-06,,较差
Danny,1.0,如果没有办法在科幻电影前必须加上中国的话那么这部电影确实在特效上做到国内目前为止的最好但如果放到国际请各位扪心自问里面的特效置景甚至服装造型有哪些不是在近十年科幻电影里出现过甚至连开场设置特效几个关键人物都多少致敬了环太平洋很遗憾一部没有丝毫创新的电影同样也无法接受它被某些影评人称之为所谓开启了中国科幻电影元年更为难接受的是电影内核的价值观无法苟同没想到都年了还是人多力量大和活着的充斥在银幕里,2019-02-10,,很差
风间隼,4.0,看预告片以为是个高概念低成本作品想不到超出预期情节热血想象奇伟画面瑰丽是个完成度很高的硬核科幻电影这大概是中国人第一次在银幕上领导全人类拯救世界让我一句话概括剧情的话就是烟花爆竹救地球关于他者的刻板印象不少是以后需要多借鉴人类学的地方让我最感兴趣的是我们终于可以自己拍灾难末日场面了这本身就打开了设想另一种社会秩序的大门缺点主要是设定未臻圆满叙事轻重偏颇但毕竟这是中国科幻片的一个新起点值得高兴,2019-01-20,北京,推荐
西楼尘,3.0,少年离开地下避难所来到冰冻的地面冒险男人离开熟悉的星球飞到未知的太空工作地球离开膨胀的太阳系驶向茫茫的宇宙流浪空间站搜集人类文明延续火种地球人通过饱和救援传递火石希望从不是教室外的模拟显示屏眼镜里的虚假小电影不是永昼里望梅想米饭止渴是我兑现诺言撞向木星与你相见,2019-02-06,苏州市,还行
大旗虎皮,4.0,我不知道中国可以拍出以假乱真的美国货科幻片这到底有什么值得骄傲的可绝大多数人都会不自觉地这么想流浪地球有趣的是在年代末国产软科幻和年代美国硬科幻之间找到了家庭伦理这个可以共享的价值观与地木叙事全球救援构成了平行的家庭叙事不管你是否喜欢这种翻出出现的婆婆妈妈的东西这是工业化电影的必然选择影片有趣的地方是最后把家与希望对立起来到底什么是不能回家的希望,2019-02-07,北京,推荐
木头,1.0,硬打硬的科幻硬是被拍成了家庭伦理剧真的恶心要死这一家子直接改变了地球的命运还有没有点对自然的敬畏对科学的尊重联合政府毫无存在感吴京一个人顶两个看了一半总想着户口什么时候死到最后竟还当上了官不想多说了科幻片从不是这样的,2019-02-05,,很差
姬十三,4.0,看了点映场看之前是很忐忑的生怕很糟糕看完觉得超越期望很恢宏改编很多但总体合理很多中国元素但不违和大刘现场在看完后说中国科幻电影从今天开始真正启航了戴锦华说中国科幻元年从现在开启了,2019-01-20,北京,推荐
西卡里奥,2.0,妹妹开着全球广播声情并茂地发表了一番个人感悟心灵鸡汤后外国人纷纷落下泪水鸡血充满身去援助至此此片苦力维持撑着的大片感终于回到了本来的小品面目多次连贯的旋转镜头被剪碎切到满是机械堆砌的镜头很短时间还没看清又剪开几个镜头后又剪回来你剪辑是干什么呢,2019-02-06,西安市,较差
米粒,3.0,鼓励一下往上拉拉吧当然不是一无是处但是看得很焦躁其实科幻片里人类应该太空战狼还是充满敬畏没有说一定要怎样的但不论最终需要传达什么情感哪怕是最简单的亲人想要再见面都需要循序渐进让观众逐渐产生同理心呀这电影呢夹住了就掰卡住了就踹急眼了就大喊不爽了还放火感觉所有的角色都脾气很差不是一个好故事应有的继续方式地球被推来推去暂且不说脑洞的问题总之觉得可以完全讲的更好的电影千万套好看最重要票价如此贵钱包两行泪,2019-02-23,,还行
小岩井,4.0,希望这只是一个开始科幻元年但愿名副其实,2019-02-07,宁波市,推荐
大奇特(Grinch),,拍摄的角度来说可以了美术特效一大进步不足还有很多原著的概念改成宏大视角下的舍小家顾大家旋律也就跟着正了给予观众的解释太多赋予观众的想象太少过多展现特效缺少对人物功能动机上的铺垫以及镜头切太快细节有缺失年轻演员整体太差尤其那个程序员放了几个很基础的致敬元素如的莫斯陀螺钥匙扣等等行吧,2019-01-28,北京,--
不流,5.0,没毛病没毛病有毛病也是没毛病,2019-02-05,合肥市,力荐
恶魔的步调,4.0,三点一这是部献给程序员的影片二是如果能改造一下音乐其实是可以再加持一下的三是这根本是把刘慈欣拍成新海诚了嘛不过想想其实差别也没那么大,2019-02-05,台州市,推荐
三七莲华,4.0,吴京式煽情太多某些地方逻辑有缺我很烦主角那俩熊娃但整体瑕不掩瑜值得一看分春节档也就这个比较好看了还有我真的觉得以人类劣根性这么宏伟的计划根本坚持不了年五代之内就会给搞砸了,2019-02-05,上海,推荐
张大水,3.0,救援队在上海的时候被导航坑了从东方明珠绕了好久才绕到环球金融中心不如叫地球最后的一晚或者俄语有加分带来加加林的火箭在外太空的感觉但后来法语用得让人懵逼只是代表电影工业又上了一步以后这样的片子应该会越来越多自程度有点过头了说到底影片的内核还是好莱坞的或地心引力或世界末日表面却不是中国芯,2019-02-07,武汉市,还行
变形的文科生,2.0,作为科幻迷来说挺失望的想打两星充其量就是个好莱坞平庸水准的太空灾难片完全没有预期中的超级震撼感因为本片其实谈不上想象力画面情节很多都是经典知名科幻片的移植甚至没有自己的风格纯粹就是一个砸钱的工业特效大片看不到任何新东西无法让你产生那种神秘宇宙探索的敬畏与致密吸引力如果你是看过很多科幻片的科幻迷你压根不会为任何一个画面或者情节感到激动甚至颤抖作为一名中国观众就觉得还是可以给三星半吧毕竟起码特效水平是上去了在好莱坞面前起码不会显得太总体而言这与我预期中的那种充满人文科学智慧与审美的高级科幻片还是差了十万八千里再次感叹库布里克是真的牛逼老雷是多么值得跪拜诺兰也真的是无可替代啊,2019-01-28,北京,较差
武侠小王子,4.0,地球最后的战狼这片含京量有点高啊,2019-01-29,,推荐
Neroat,3.0,故事脉络太阳膨胀即将吞噬地球人类团结把地球推离太阳系推离过程地球被木星吸住即将分解众人合力把木星点燃推开地球成功特效很好但剧情真的太烂这片子最惊奇的是不像其他科幻片是抛弃地球另选家园而是人类带着地球跑户口演技太差人设也不行还特装逼看得我想暴打他的狗头不过其他演员都不是太出彩煽情有点尴尬但是整个立意很好三星半,2019-02-07,,还行
prayer,3.0,所有的主演情商都好低噢,2019-02-05,北京,还行
朝阳区妻夫木聪,4.0,很复杂的观感即便能说出这个片子的一百个不足比如本土化的台词过于刻意比如有点想当然的剧情比如一根筋式的人物塑造比如结尾处站在宇宙中心用爱发电的廉价煽情等等但是情感上还是有被打动到看的过程中一度想到人类的伟大与渺小也穿越到结尾安妮一个人孤寂的神情甚至还想起了奇葩说里大美玲说的那个有后东和无后米的故事其实本质上还是在用硬科幻的外壳包裹人类共通的情感联系选择回家选择远方这样的议题放在影片的语境中显得更具现实意义也显得更加在地而宿命的荒凉感和对希望的执着企盼在顶级工业水准的加持下也散发着动人的色彩这颗在黑暗宇宙中摸索前行的小小星球承载着人类多少厚重的能量一想到就觉得震颤不已中国科幻电影第一步走得确实不容易三星半鼓励,2019-01-28,北京,推荐
NullPointer,3.0,电影上映恢复评星特效三星算正常但人物和台词就是蠢到尴尬只要你不被所谓中国科幻大片的情结绑架想象下要韩国人拍了这么一部绝对被喷成狗头本片水平给三星非常公允就是如果韩产三星最高如果国产三星最低的水平前半段是一股熟悉的国产囧片味道情节靠画外音推进人物靠中二前进后半段是一股熟悉的国际灾难大片味道但后半段真不错离结尾越近水平越好人物纷纷活过来了情节开始沿着陡峭的逻辑的轨道滑行飞向终点在设定在几十年后的科幻电影里夹各种转瞬即逝的网络文化梗从此不再只有好莱坞爆米花片那么浅薄中国爆米花电影一旦有机会就青出于蓝,2019-02-06,上海,还行
孤鸿影,5.0,国内拍绝对要毁不是说国内没有好导演好编剧好演员而是国内缺少踏踏实实做电影的电影人国内特效资金电影工业懂的人都知道不比好莱坞差的我收回这句话流浪星球刷爆中国科幻万岁然后我把话筒交给京学家你们黑前能看完再黑吗,2019-02-05,咸阳市,力荐
青泥,5.0,满分谈科幻情怀谈中国人的情结其实是没有必要的这毕竟是一个见仁见智的问题但是从技术上来说它是一部已经成熟的商业科幻大片只有在这个方面看到了成功和盈利的希望未来中国市场上才有更多国产科幻片出现的可能因此我给它满分,2019-02-05,,力荐
占黑小伙,4.0,宇宙广播地球无望的时候我真希望片子就此结束吧让人类静静地面对自己的时间终点引发不适的是贯穿始终的回家教育,2019-02-07,苏州市,推荐
囧叔,4.0,看过超前电影场泪点很多主要在片头片尾上前头写着原著刘慈欣片尾直接围绕一本流浪地球原著做了一段蛮带感的而大刘就坐在前排经历着自己的第一次我没收钱实名打四星不是友情转发跟大刘和郭帆都没有友情,2019-01-20,北京,推荐
药师,,什么时候我们不会自我感动到打鼓励分才真有那么一点指望今天打鼓励分的人明天自己拍片也希望大家来鼓励那不如去做厨子美术确实好,2019-02-06,,--
gegemoon,3.0,格局这种东西见仁见智但至少在特效水平上达到了好莱坞工业化十年前的水平一些设计还是挺有意思的比如条形码扫描驾驶提示的梗不过机械盔甲能多展现一下作用就更好了细节上真没法推敲好多地方嘴型都对不上还有卡帧既视感以及年后的社会有点令人失望啊跟现在没啥差别北京中学生校服还那么丑,2019-02-08,,还行
李濛Lemon,4.0,三星半吧基本在预期之内国产科幻片交出这样的作品已属惊喜实际上这片子所有的优点都是对原著精华的继承片子成功大刘功不可没有原著打底剧情没有太差特效也还不错但缺点仍然十分明显首先人物的情感纽带太薄弱了父子亲情基本靠道具如照片和闪回渲染毫无张力其次人物塑造得太差演员没有一个演技到位的小姑娘做作小男孩过火吴京好像随时要给你上一节思想教育课第三不是不可以煽情但煽情也需要水平最后点燃木星的段落因为过于频繁的煽情变得拖沓而矫情,2019-02-06,成都市,推荐
拔刀诀,3.0,有惊喜也有遗憾这部电影证明了中国导演在技术层面完全有能力拍出不逊色于好莱坞科幻大片的特效场面他们对于故事内核对于人性和人类情感的理解仍然停留在狗血家庭伦理剧革命英模样板戏的陈腐套路中当最后高潮阶段男主他妹颤抖着朗诵出一篇女初中生作文时终于没忍住笑场刹车时代逃逸时代流浪时代流浪地球是可以拍成系列的宏大设定有点可惜了,2019-02-06,,还行
柯里昂,3.0,虽然原著风评极高但电影其实还是按照最常见的那套类型片的模板在拍最后干脆用剪辑伎俩让吴京挤出了马修麦康纳式的两行泪相比大家的野心吴京这一哭确实有点太没诚意了不过放同类型片堆里这种级别的体量除了好莱坞大概也只有不差钱的中国电影人能搞出来了当然话说回来想必主要还是制作方会省钱地球部分更像是过往灾难片的元素集合空间站部分赶不上好莱坞顶级也能把俄罗斯近几年拍的那批太空片甩远加分项无奈剧情上逻辑打脸的地方仍旧太多另外近一半的台词和口型对不上是咋回事,2019-02-06,北京,还行
安德烈大叔,3.0,摒除当下保护主义盛行所附加的降低标准一星鼓励这就是个三星偏低水准的作品制作层面在当下中国电影工业而言是很亮眼的大概达到了好莱坞二十年前的水平剧本故事完整三幕结构加双线很标准的路数最大的欠缺是人物扁平没有能让人记住的角色演员表现比较糟糕也让整部片子显得有些闷导演很粗暴也很潦草饱满的配乐听上去大都是高仿的美国货鼓点都差不多当然这都是行业惯例不过直男煽情还是得多练习一下最后从科幻层面而言这部片子硬科幻定义的有待商榷,2019-02-05,北京,还行
朝阳区陆依萍,4.0,屈楚萧就是我的小狼狗请把我从北京一路顶到木星谢谢,2019-02-10,北京,推荐
伯樵·阿苏勒,3.0,优点和缺点同样明显优点就不说了缺点这线索交待太乱了高潮场面混乱到无厘头这样居然也把故事讲下去了几个大的煽情场景感情酝酿得都太差最关键的真的不是要黑吴京全片属他最尬演技就不说了这念白大陆演员念白差成这样也就小鲜肉了要能换个强一点属性的爹绝对是一部值星的片含鼓励了,2019-01-28,上海,还行
壹安²,5.0,格局之宏大华语科幻实属罕见辽阔感人激动当然不得不说是幸得大刘原著之福大灾难背景下情救赎信念牺牲真是科幻永恒的内核和精髓最后流浪地球可能不是最好的科幻电影但绝对是华语科幻最有里程碑意义的一步,2019-01-28,北京,力荐
顿河,5.0,一定会有人来较真儿不过尔尔但就是喜欢以及尊敬人类有两只眼睛既要关注当下也要眺望远方赶长路总得看得远些多点夸父追日的浪漫就能多点愚公移山的可能流浪地球是个不断在两个坏的结果里做选择的故事希望是唯一的标准说是科幻元年意味着一片荒芜百废待兴而出发的决心和勇气赢得的将不只是尊重因为今天就是明天的昨天最喜欢片尾的那段话我们是个缺乏谈论普世价值基础的社会但希望和勇气总是可以也应该说的吧,2019-01-29,北京,力荐
西帕克,2.0,流浪地球这个科幻设定非常浪漫但执行起来却有点网飞网大的感觉人物多且不深入主线基本就是一场没规划的救援导演既想做的温情又想做一点悬疑但两头落空其实这个设定可挖掘的地方很多毕竟计划刚开始就要杀死一半的地球人如何选择取舍其实非常艰难之后的社会也更应该沉浸在悲伤和自责中而不仅仅是如今的猎奇和救援只关注科学的那一面而略过或简化人性的那一面难道中国科幻的最高追求只能是爽片吗,2019-02-06,上海,较差
咱说,3.0,走出影厅的时候我身后一位女生跟她的同伴说了三句话这部电影剧情很一般网上打分高大概是因为特效吧而且为什么搞这么多煽情啊我同意她的看法这部电影让我感觉最不足之处那就是人人性人类文明和人文关怀的统统缺失我看不到芸芸众生的人看不到七情六欲的人性看不到色彩斑斓的人类文明我只看到各种硬伤的科幻设定只看到各种未必高明的高科技只看到国产电影最高水准的特效可是没有了人这一切都是苍白的当后天里难民们在图书馆里争辩要不要烧尼采的书想竭力保护西方文明之里程碑的谷腾堡圣经时这样的细节会让人肃然起敬高度文明不是苍白得只剩下高科技即便在最危难的时刻我们仍然会想起某些永恒的人类文化母题它们的价值超越了小情小爱也超越了家国情怀恐怕它们才是人类命运共同体的真谛,2019-02-09,,还行
不良少女王蛋壳,3.0,刘启和刘朵朵逼话特别多一度希望他俩能闭嘴把整个电影都弄肤浅了京王还是厉害比战狼里好一点,2019-02-06,杭州市,还行
冬惊,5.0,看到吴京戴上同传机忍不住笑出声,2019-01-28,北京,力荐
FYB,2.0,煽情显得太尴尬,2019-02-05,成都市,较差
Pekingcat,1.0,我是很客观的评分的编剧部分有很大的问题这个问题就是这里面主人公面对所有的困难和挑战而采取的行动不靠外部情势的改变和机遇不靠主人公由于遭遇而转变了视角全靠突然想到了影片后半段感觉被人绑住硬噎进去一个馒头不知道怎么回事地球就在无数个偶然的突然想到中被拯救了让这里面所有人的抉择都轻飘飘的里面大多数人死的都不是因为他人的决定而是意外为了营造末世感尸体遍地却不让人有触动说到底是电影没有真的思考和人文关怀空有个必须拯救人类的空话却不知道人到底为何物及格的电影吧还基本能看得下去很多人去给豆瓣的打星认为只能看过电影才能打分好吧我看过的现在星改星为你们热爱的想要以任何手段捍卫的这部电影献上我庄重的星,2019-02-08,北京,很差
心生,4.0,是中国科幻电影的里程碑式作品它彻彻底底把国产科幻片大幅度地推进到了一个全新的高度即便是放在国际电影市场中这样的水准也是足够了的而且比较体面它有着三体式的悲悯硬核与史诗感虽然体量上无法跟三体相比虽然整体跟世界顶级科幻片仍有差距但它真正点燃了国产科幻电影的新希望加油,2019-02-05,北京,推荐
凹凸,3.0,问题非常多但想想它至少把中国科幻片的天花板拉高了不止一点点还是鼓励鼓励吧全片最好看的部分是导演的颜,2019-01-28,上海,还行
天亮天黑,4.0,看流浪地球的过程中眼前依次浮现出后天星际穿越出乎意料地完全不输好莱坞的后期特效作为年就开始在科幻世界的银河奖征文里追随大刘的读者这部电影可以说是比较让人自豪了红海行动在年票房有多好流浪地球就有可能卖多少,2019-01-28,北京,推荐
乱骂1977,1.0,拍出了级好莱坞科幻片的质感不知所云不知所踪不知所谓不知所以生活耗尽人的热情这部电影也一样假大空无法使人感同身受把中国人的情感拍的很廉价猪队友让人生厌,2019-02-06,石家庄市,很差
百草幽香,3.0,特效还行剧情是什么鬼没几个人做事是合乎逻辑的一个个莫名其妙感觉这部片子就是学美国大片画虎不成反类犬的产物为什么要在灾难片里尬笑而且根本就一点儿都不好笑结果既丢掉了面临末日时应有的严肃庄重又没有一点幽默感唯一看着顺眼的是吴京至少是个正常的人类除了最后那个奇怪的站不住脚的决定其他人要么歇斯底里要么油腔滑调最讨厌的是刘启我恨不能冲进银幕一巴掌抽死这个小屁孩长着一张欠揍的脸还总是自封天才要多恶心有多恶心好吧最后都流浪地球了还要忍受新闻联播和到处可见的煽动性标语这特么才是最大的灾难好吧,2019-02-07,南京市,还行
davekozg,3.0,流浪地球我们通常说的看电影感觉台词尴尬看不下去的原因很直接那个角色在那个场景中不会也不应该说那样的话为什么因为我们知道自己不会那么说话也知道没人会那么说话这种缺陷在流浪地球的后半段毫无节制到几乎难以忍受纯粹做一个猜想式的论述可能长久以来国人习惯了假大空的宏大叙事而从来都缺乏家庭层面的感情视角于是当观众厌弃了假大空而电影创作者试图从家庭层面的感情视角去讲一个故事的时候却因为这种长久以来私人视角叙事的匮乏而显得捉襟见肘似乎电影创作者并不知道怎样表达家庭层面的感情叙事视角而只能拿着好莱坞现成的体系往里套而很遗憾的是这么做又使得本就已经非常尴尬的台词显得更加尴尬如果把里面的全部演员都换成好莱坞演员台词换成英文满分为的话大约值分多一些,2019-02-09,,还行
OhBoyDaily,5.0,请把三体安排上,2019-02-05,,力荐
七七,5.0,少一点史诗感但还是五星,2019-02-05,上海,力荐
fateface,4.0,我儿子说必须五星但是我觉得客观来说也就是三星半吧人物塑造实在太尬了至于说中国人也能拍硬科幻啥的是挺不容易的但那跟电影本身也没啥关系吧,2019-02-08,,推荐
宽松睡裤又如何,2.0,一部软科幻电影就不要拿出一副硬科幻的腔调硬又硬不起来,2019-02-07,上海,较差
帕罗西汀,3.0,末日灾难太空歌剧赛博朋克执行不可能完成的任务从世界观打造和特效来说比预期好太多小毛病有大方向是国产科幻片的一次突破同声传译春季设定这些点考虑得很细致甚至很多点感动到了我但是节奏有问题煽情点太多这个情绪还没推向高潮紧接着来了别的饰演朵朵的演员的演技电影台词太差了每次旁白出现我都希望他闭嘴总体值得鼓励郭帆自己也说本来想参考星际穿越结果发现美学上想要达到中国观众语境的包装太难了所以在实际操作中最有参考价值的是银翼杀手因此观众能发现地下城的景观是有赛博朋克影子的但郭帆把它本土化得很好没有香港的感觉更内地亲人两行泪是个惊喜点,2019-01-11,北京,还行
墨墨,3.0,台词用力过猛基本达到了高考满分作文的水准其他还可以,2019-02-06,,还行
热血青年李健,1.0,八组吹得我忍不住去看了午夜场实在是失望特效粗糙台词幼稚人设肤浅剧情无聊刻意煽情被口碑逆袭营销路线套路了一星给全片最佳扮演者空间站控制系统地球都快毁灭了只有在扮演着科幻片的角色其他人都还想着回家过年从未叛变全剧最苏,2019-02-08,广州市,很差
后自愈,4.0,超乎预想的太多这的确是一部意义非同寻常的作品剧本和特效都足够踏实满满的人文主义关怀让它有了与美国大片截然不同的气质还有瑕疵但在其相对华语电影工业和类型高度的巨大飞跃前这些都不值一提冰雪覆盖的巨大建筑物赛博朋克的地下城流浪地球计划的故事构想这些震撼感官的部分也指向国产科幻片逐渐明晰的未来,2019-02-04,北京,推荐
Hideo,1.0,高度依赖文本的叙事郭帆创造了一种全新的艺术形式姑且称之为视听小说吧叙事基本靠说剧作节奏零碎且赶看得出郭帆对某些观众智力的绝望浅显直白到务求最智障的人都能看懂郭帆讲故事的耐心近乎为零放弃了引导而是一味强迫观众进入情绪闭眼睛就是广播剧睁眼睛就是奇观展示配乐的滥用令人发指三条音轨几乎铺满了整部电影郭帆似乎并不在乎观众的听力健康低重音滥用让人濒临崩溃着重强调灾难的场景却淡化了逻辑关系对关键信息进行了模糊化处理为了惨而惨死亡在剧作层面目的性很明显对操控观情绪的作用比对剧情的推动要大得多经常为了戏剧性彻底牺牲逻辑郭帆对演员的指导堪称灾难情绪建设基本上没有全凭乱吼爆发出来立意层面依旧是刘慈欣让人作呕的三观在极端背景下论证那套反智反理性的东西,2019-02-07,,很差
无耻不混蛋,4.0,科幻版红海行动太空版战狼最后还是靠战狼拯救人类的确这一次国产科幻片的技术性问题是解决了也给国产科幻片开了一个好头剩下的请继续加油,2019-02-06,北京,推荐
Madison,5.0,在国产电影上的里程碑意义值得一个五星制作与国际一流接轨故事的史诗感甚至是世纪科幻电影中数一数二的为此也真的可以忽略前半程剧本的略微混乱最后一幕真的炸了情感牌打得好史诗感也做足了吴京的戏份虽然不多但都在关键点上最后一场戏也是煽的恰到好处忘掉他是战狼吧人家这次拯救全人类了,2019-01-27,,力荐
寂地,2.0,早早定了流浪地球的票设定棒开头燃可惜大气磅礴的背景下少年男女主角的性格就显得太矫情了人物也有点脸谱化但流浪地球的概念真的好棒都可以拍成几季的长篇科幻剧了一部电影讲完这一个故事已经实属不易看完坐上车忍不住想对导演说行车不规范亲人两行泪,2019-02-06,,较差
